"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04114","hsa04114","Oocyte meiosis",109,0.329571288152897,1.48322141785324,0.0158642833657283,0.124406185229857,0.107707628445656,2483,"tags=32%, list=18%, signal=27%","BTRC/CAMK2D/CDK2/CDC23/ANAPC1/PPP3CB/MAP2K1/RPS6KA2/ADCY9/MAD2L2/ANAPC2/CALM1/PPP2R5C/ANAPC4/YWHAZ/ITPR1/ANAPC10/ITPR3/AURKA/PRKACB/CCNE1/PPP2R5E/MAPK13/PPP3CC/ANAPC13/ANAPC5/YWHAH/FBXW11/CDC16/ADCY5/PPP2CA/MAD1L1/CCNE2/ANAPC11/BUB1"
"hsa04728","hsa04728","Dopaminergic synapse",127,-0.278460381968694,-1.40235503195805,0.0155640144175277,0.124406185229857,0.107707628445656,2160,"tags=26%, list=16%, signal=22%","FOS/CREB5/PPP2R1B/CACNA1C/GNG11/GNB2/CALML3/PRKACA/ARRB1/CAMK2A/PPP2CB/GNG3/AKT3/KCNJ9/MAPK10/TH/PLCB3/PPP2R5B/GNB4/CLOCK/GNAI3/DRD5/CALML4/PPP2R3C/PPP3CA/PPP1R1B/GNG4/ARRB2/PPP2R3A/PRKACG/GNG13/CREB3/PPP2R2B"
"hsa05415","hsa05415","Diabetic cardiomyopathy",161,0.287770565255336,1.371420630809,0.0133363577122332,0.124406185229857,0.107707628445656,4061,"tags=40%, list=30%, signal=29%","ATP2A2/MAPK9/NDUFB8/CAMK2D/VDAC3/COX4I1/NDUFV2/NDUFS8/NDUFA12/UQCRFS1/NDUFA9/NDUFA1/COX5B/NDUFV1/NDUFA7/GAPDH/PDHB/NDUFB7/NDUFA8/TGFB3/NDUFB5/CYC1/GFPT1/COX8A/NDUFA11/MAPK13/PPARA/UQCRC1/CYBA/SLC25A4/SMAD3/SLC25A5/COX5A/NOS3/NFKB1/PARP1/COX7A2/VDAC1/NDUFS3/COX7C/GFPT2/NDUFB11/CPT1B/PDHA1/SDHC/NDUFS5/AGT/NDUFB2/PLCB2/CPT2/SLC25A31/SLC2A4/PDK4/RELA/PPP1CB/NDUFA3/RAC1/NDUFS4/NDUFS1/MMP9/NDUFA10/NDUFS7/UQCRH/MAPK14/NDUFB6"
"hsa05132","hsa05132","Salmonella infection",213,0.272712907856654,1.34928304622047,0.0140749323202112,0.124406185229857,0.107707628445656,2389,"tags=25%, list=17%, signal=21%","FYCO1/FBXO22/DYNC2LI1/ACTG1/DYNC1I2/MAPK9/CSE1L/CYCS/EXOC4/DCTN2/IRAK4/MAP2K1/ARPC1A/RIPK2/MYL5/ARPC5L/TRAF2/EXOC2/RALA/GAPDH/S100A10/BCL2/PFN1/WASL/PYCARD/ARPC2/NLRP3/MAP3K7/DYNC1LI2/RAB9A/NAIP/ANXA2/ACTR1B/PIK3C2A/DYNLT1/MAPK13/TRAF6/ACTR10/EXOC7/VPS39/RPS3/TLR5/DCTN3/CYFIP1/KIF5B/TNFRSF10A/MYO6/TLR9/NFKB1/ARPC3/CASP1/VPS41/PIK3C2G"
"hsa04022","hsa04022","cGMP-PKG signaling pathway",155,-0.257183077152975,-1.33134130233725,0.0157405746496091,0.124406185229857,0.107707628445656,3662,"tags=39%, list=27%, signal=29%","ATP1B2/GNAI1/GNAI2/CREB1/CACNA1D/CALML5/PPP1CA/KCNJ8/PPP3R1/GNAQ/ADRB1/RHOA/ATP1B3/ADRA1A/PDE3A/NFATC1/ATF4/SLC8A2/ROCK1/RAF1/GATA4/NPPC/PDE5A/ADCY6/CREB5/CACNA1C/INSR/NFATC2/ADCY1/MAPK3/INS/CALML3/EDNRB/MYL9/MEF2D/AKT3/PPP1R12A/MYLK/PRKG1/CNGA1/VDAC2/ATP2B1/OPRD1/PLCB3/MEF2B/ADRA2A/ADRA1B/PPIF/GNAI3/RGS2/CALML4/PIK3CG/ATP1A4/PPP3CA/VASP/CNGB1/GNA13/PLN/NFATC3/CREB3/ADRA2C"
"hsa05168","hsa05168","Herpes simplex virus 1 infection",387,0.248424451284429,1.30716557585762,0.0159253477724612,0.124406185229857,0.107707628445656,3026,"tags=27%, list=22%, signal=22%","ZNF707/ZNF7/ZNF616/EIF2B2/ZFP37/ZNF17/ZNF416/ZNF177/ZNF235/ZNF426/ZNF443/CYCS/ZNF615/POU2F1/ZNF573/ZNF630/CCL5/IRAK4/EIF2B4/ZNF133/ZNF347/ZNF182/ZNF337/ZNF613/ZNF211/ZNF418/EIF2B5/TAP1/ZNF81/TNFRSF14/ZNF671/ZNF510/TRAF2/TRAF3/ZNF256/IFNGR1/ZNF74/BCL2/ZNF471/ZNF250/ZNF300/ZNF490/ZNF689/ZNF101/ZNF700/MAP3K7/ZNF484/IKBKE/ZNF155/ZNF571/ZNF514/HLA-DPB1/ZNF519/EIF2B1/TRAF6/ZNF419/ZNF26/ZNF30/TICAM1/ZNF169/ZNF135/ZNF10/STAT1/ZNF543/ZNF224/ZNF597/ZNF77/ZNF548/EIF4EBP1/TBK1/STAT2/SYK/TLR9/ZNF45/ZFP28/ZNF570/ZNF189/ZNF132/NFKB1/ZNF586/ZNF175/HLA-A/ZNF350/ZNF621/IFNA17/IFNGR2/ZNF34/ZNF649/ZNF3/HLA-DRA/ZNF558/ZNF195/HLA-DMA/TLR2/HCFC2/CASP9/ZNF529/HLA-DMB/ZNF230/HLA-DPA1/ZNF607/ZNF25/ZNF212/ZNF436/ZNF2/ZNF254"
"hsa05211","hsa05211","Renal cell carcinoma",64,-0.33614002486981,-1.49725663905749,0.0206147646731535,0.151473705641867,0.131141981215942,2621,"tags=31%, list=19%, signal=25%","RAF1/RAP1A/HGF/TGFA/MAPK3/FH/RBX1/ETS1/PAK3/AKT3/GAB1/EGLN1/RAP1B/PIK3CA/TGFB2/PAK2/TFE3/CDC42/HIF1A/KRAS"
"hsa05164","hsa05164","Influenza A",153,0.29191876384617,1.37887794964272,0.020197971115859,0.151473705641867,0.131141981215942,3728,"tags=35%, list=27%, signal=26%","ACTG1/CYCS/NXT1/CDK4/CCL5/IRAK4/MAP2K1/PABPN1/DNAJC3/CDK6/TRAF3/IFNGR1/CXCL10/PYCARD/NLRP3/IKBKE/HLA-DPB1/CCND3/SLC25A4/TICAM1/RAE1/SLC25A5/STAT1/TPSD1/KPNA5/TNFRSF10A/TBK1/STAT2/NFKB1/DNAJB1/VDAC1/CASP1/RAB11A/IFNA17/IFNGR2/HLA-DRA/XPO1/HLA-DMA/TLR7/CASP9/CIITA/HLA-DMB/HLA-DPA1/IFNG/CPSF4/IFNA13/TPSAB1/OAS2/MX1/SLC25A31/TRIM25/FASLG/RELA"
"hsa00640","hsa00640","Propanoate metabolism",30,0.453539548562435,1.56759207978551,0.0223677427555507,0.154291776558697,0.133581793470313,2582,"tags=53%, list=19%, signal=43%","PCCA/MLYCD/LDHA/PCCB/ECHS1/ACACB/EHHADH/SUCLG1/ACACA/HIBCH/ACSS1/HADHA/MCEE/ACSS2/BCKDHA/SUCLA2"
"hsa05110","hsa05110","Vibrio cholerae infection",48,0.399763344568886,1.54868335720423,0.0215940237100986,0.154291776558697,0.133581793470313,3063,"tags=38%, list=22%, signal=29%","ATP6V1E2/ACTG1/ATP6V1H/ADCY9/TJP2/ATP6V1E1/PRKACB/ATP6V0E1/ATP6V0A2/ATP6AP1/ATP6V1F/SEC61A1/ATP6V1D/PDIA4/ATP6V1G2/SEC61A2/SEC61G/KCNQ1"
"hsa04742","hsa04742","Taste transduction",75,-0.316309650206548,-1.48014285017481,0.0222180099228465,0.154291776558697,0.133581793470313,2734,"tags=32%, list=20%, signal=26%","HTR1B/SCNN1B/TAS2R60/TAS2R40/TAS1R1/SCN3A/ADCY6/P2RX2/SCN9A/CACNA1C/ENTPD2/PRKACA/HCN4/GABBR2/PLCB3/PDE1C/GRM1/GABRA6/HTR3C/HTR1E/TAS2R46/PRKACG/TAS2R3/GNG13"
"hsa03410","hsa03410","Base excision repair",41,0.415996073235072,1.55692047586977,0.0243293050840559,0.158140483046364,0.136913903104606,3411,"tags=51%, list=25%, signal=39%","NTHL1/POLE3/POLE2/RFC5/MUTYH/POLE4/POLG/POLE/RFC3/PARG/UNG/APEX1/PNKP/PARP1/PARP3/OGG1/APTX/PARP4/FEN1/LIG1/SMUG1"
"hsa05033","hsa05033","Nicotine addiction",38,-0.375847655887555,-1.5309711363456,0.023552904383607,0.158140483046364,0.136913903104606,4559,"tags=42%, list=33%, signal=28%","GABRA4/GABRD/GRIA2/GABRA2/GABRG1/GRIA3/CHRNA6/GRIN2D/GABRR2/GABRE/GABRB3/SLC17A8/GABRA6/GRIN2C/GABRB1/GRIN1"
"hsa04360","hsa04360","Axon guidance",173,-0.242883666021524,-1.28639184623116,0.0241917282834308,0.158140483046364,0.136913903104606,2867,"tags=25%, list=21%, signal=20%","LIMK2/CXCL12/UNC5A/EPHB3/ROCK1/RAF1/ABLIM3/SMO/SEMA3E/BOC/NFATC2/SEMA5A/MAPK3/PARD6A/MYL9/CAMK2A/EPHA3/UNC5B/PAK3/SEMA3D/CFL2/ENAH/SEMA3C/SEMA7A/EFNA4/CFL1/PIK3CA/GNAI3/SRGAP3/PAK2/ROBO2/PPP3CA/CDC42/L1CAM/SEMA4C/RAC3/KRAS/PLXNB3/NFATC3/EPHA8/RGMA/DPYSL5/SEMA6B/EFNB2"
"hsa04724","hsa04724","Glutamatergic synapse",110,-0.27995503452259,-1.38011886685758,0.0256981268773256,0.163886167632756,0.141888366869842,3750,"tags=38%, list=27%, signal=28%","GNAI1/GRIA3/GNAI2/SLC1A6/CACNA1D/PLA2G4F/PPP3R1/GLS/KCNJ3/GNAQ/GNG5/SLC38A3/SLC1A1/PLA2G4D/GRIK1/GRIN2D/PLA2G4A/PLA2G4E/ADCY6/SHANK1/SLC1A7/SLC38A2/CACNA1C/GNG11/ADCY1/GNB2/MAPK3/PRKACA/SLC17A8/GNG3/GLUL/PLCB3/GRM1/GNB4/GNAI3/GRIN2C/PPP3CA/GNG4/GRM2/PRKACG/GNG13/GRIN1"
"hsa04810","hsa04810","Regulation of actin cytoskeleton",202,-0.231800685407812,-1.2667381651497,0.0348278520141052,0.217996555199399,0.188735728263572,3932,"tags=36%, list=29%, signal=26%","PIK3R3/ITGB6/PDGFA/ITGA7/FGF7/IQGAP3/FGFR3/ARHGEF12/BRAF/SCIN/PPP1R12B/ARHGEF4/ARAF/PPP1CA/FGF20/RHOA/ITGB3/BCAR1/PFN3/ITGA2B/EGFR/PPP1R12C/LIMK2/FGD1/CXCL12/ITGA6/CHRM4/FGFR4/ROCK1/RAF1/FGF17/BAIAP2/ITGA5/CHRM5/MAPK3/INS/WASF1/MYL9/CHRM1/C9/PAK3/APC2/AKT3/GIT1/FGF3/CFL2/PPP1R12A/MYLK/ENAH/C6/BDKRB1/CFL1/FN1/FGF2/PIK3CA/ARPC5/MYL7/TMSB4X/WASF2/IQGAP1/PAK2/ACTR3/CDC42/IQGAP2/FGF18/ITGA3/RAC3/GNA13/TMSB4Y/KRAS/DIAPH3/F2R/PXN"
"hsa04151","hsa04151","PI3K-Akt signaling pathway",333,-0.207515163138354,-1.19365521820439,0.036824162406964,0.226301216246433,0.195925687064804,3213,"tags=27%, list=23%, signal=21%","GNG5/ITGB3/ANGPT1/IGF1R/CHAD/OSMR/ITGA2B/EREG/STK11/SGK3/EGFR/ATF4/GYS2/G6PC2/ITGA6/BDNF/COL1A2/BCL2L1/FGFR4/PGF/RAF1/GH2/FGF17/TEK/IL6R/HGF/MYC/ITGA5/ERBB4/CREB5/PPP2R1B/GNG11/INSR/TGFA/GNB2/EPOR/PRKAA1/MAPK3/INS/RPS6KB2/BRCA1/TSC1/CHRM1/YWHAE/PPP2CB/PCK1/EIF4E/COL4A5/GNG3/TNXB/YWHAG/IFNB1/RELN/AREG/AKT3/FGF3/COL6A3/JAK3/EFNA4/FN1/FGF2/NTF3/IL3RA/IKBKB/PPP2R5B/GNB4/PIK3CA/THBS3/PIK3CG/PPP2R3C/GHR/CDKN1B/IFNA10/PIK3AP1/GNG4/PPP2R3A/FGF18/PKN2/ITGA3/NR4A1/GNG13/KRAS/IL4/MCL1/CSF3/F2R/CREB3/PPP2R2B/ARTN"
"hsa03022","hsa03022","Basal transcription factors",37,0.405145553169874,1.46848906463886,0.0441176470588235,0.263016411997736,0.227712745360855,3389,"tags=49%, list=25%, signal=37%","GTF2E2/TBP/TAF2/GTF2A2/ERCC3/GTF2E1/TAF5L/TAF15/TAF6L/GTF2F2/GTF2H3/GTF2H5/CDK7/TAF4/TBPL1/TAF5/GTF2H4/GTF2I"
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection",208,0.259324122159681,1.27425374382936,0.0443548387096774,0.263016411997736,0.227712745360855,3038,"tags=30%, list=22%, signal=24%","TRRAP/MAPK9/TBP/VDAC3/CDK2/CDC23/CDK4/ANAPC1/ITGB2/CD40/PPP3CB/MAP2K1/ELK4/TSPO/CREB3L2/ADCY9/ANAPC2/ANAPC4/RAN/CCND1/TGFB3/ATM/ANAPC10/ATF2/SMAD4/NRAS/PRKACB/CCNE1/HLA-DPB1/CCND3/PPP3CC/SLC25A4/ANAPC13/RB1/SMAD3/ANAPC5/CRTC1/SLC25A5/CDC16/ELK1/ADCY5/NFKB1/HLA-A/VDAC1/BUB3/MAD1L1/CD3D/CCNE2/ANAPC11/HLA-DRA/XPO1/TNFRSF13C/HLA-DMA/SRF/CANX/TBPL1/EGR1/HLA-DMB/HLA-DPA1/CD3G/CCNB2/HRAS"
"hsa05169","hsa05169","Epstein-Barr virus infection",190,0.265893731978963,1.29444655919676,0.0464190981432361,0.2705112960761,0.234201620396001,3907,"tags=37%, list=28%, signal=27%","MAPK9/PSMD7/CYCS/HDAC1/CDK2/PSMC1/PSMD12/CDK4/PSMC2/CD40/IRAK4/PSMD3/CDK6/TAP1/TRAF2/TRAF3/BCL2/CCND1/CXCL10/SKP2/MAP3K7/IKBKE/CCNE1/HLA-DPB1/MAPK13/CCND3/TRAF6/RB1/PSMC4/BCL2L11/PSMD6/CD44/STAT1/TBK1/STAT2/SYK/PSMD2/NFKB1/HLA-A/ENTPD3/IFNA17/CD3D/CCNE2/HLA-DRA/MDM2/HLA-DMA/TLR2/CASP9/HLA-DMB/HLA-DPA1/CD3G/SIN3A/MAP2K6/RUNX3/ISG15/CCNA2/FCER2/IFNA13/CD19/RIPK1/OAS2/RELB/CCND2/PSMD1/RELA/RAC1/CD247/HLA-DOB/NFKBIE/LYN"
"hsa04725","hsa04725","Cholinergic synapse",108,-0.2652309270359,-1.3080364351294,0.0477842191461254,0.271813429835143,0.235328973821768,4265,"tags=43%, list=31%, signal=30%","PRKCG/KCNQ3/PLCB4/GNB3/KCNJ6/PIK3R3/KCNJ12/GNAI1/SLC5A7/GNAI2/CREB1/CACNA1D/CAMK4/KCNJ3/GNAQ/GNG5/CHRNA6/ATF4/CHRM4/KCNJ14/ACHE/CHRM5/ADCY6/FOS/CREB5/CACNA1C/GNG11/ADCY1/GNB2/MAPK3/PRKACA/CHRM1/CAMK2A/GNG3/AKT3/KCNJ4/PLCB3/GNB4/PIK3CA/GNAI3/PIK3CG/GNG4/PRKACG/GNG13/KRAS/CREB3"
"hsa05022","hsa05022","Pathways of neurodegeneration - multiple diseases",394,0.237732297418185,1.2507069400112,0.0482509047044632,0.271813429835143,0.235328973821768,3072,"tags=26%, list=22%, signal=21%","ATP2A2/PIK3R4/PSMD9/MAPK9/NDUFB8/PSMD7/CAMK2D/CYCS/PSMB5/VDAC3/CSNK2A2/RYR1/COX4I1/IFT57/PARK7/PSMC1/PSMB3/PSMB6/PSMD12/PSMB4/DCTN2/NDUFV2/NDUFS8/PSMC2/NDUFA12/HSPA5/PSMB2/UQCRFS1/PPP3CB/MAP2K1/NDUFA9/PSMA1/PSMD3/NDUFA1/UBE2G2/COX5B/UBE2J2/NDUFV1/NDUFA7/TRAF2/CALM1/CDK5/AXIN1/BCL2/NDUFB7/FZD3/NDUFA8/ITPR1/PSMA5/NDUFB5/CYC1/PSMA6/AXIN2/PSMB7/ITPR3/NRAS/COX8A/NDUFA11/ACTR1B/MAPK13/UQCRC1/ACTR10/PPP3CC/SLC25A4/WNT1/PSMC4/PSEN2/PSMD6/DCTN3/SLC25A5/DERL1/COX5A/ERN1/KIF5B/XBP1/TBK1/WNT5A/PSMD2/UBE2L6/NFKB1/COX7A2/VDAC1/ALS2/NDUFS3/DNAL4/COX7C/HAP1/ATXN2/PSMB1/NEFH/CASP9/FZD2/DVL1/FZD9/RAB8A/KIF5C/SNCAIP/DLG4/WNT8A/MAP2K6/HRAS/DVL3/DNALI1"
"hsa00230","hsa00230","Purine metabolism",109,0.300297833962459,1.35147749539826,0.0533707865168539,0.286338505439629,0.247904405207776,3336,"tags=34%, list=24%, signal=26%","NUDT9/PDE6B/AK2/RRM1/PDE1B/PAICS/AK3/ADCY9/AMPD3/HPRT1/NME3/NUDT2/ADK/ENTPD6/PRPS1/NME7/ADSL/ENPP4/PDE6D/DGUOK/PDE4D/NME1/ADCY5/ADA/PDE7B/ENTPD3/AK5/PGM1/ATIC/NME6/IMPDH2/PDE3B/APRT/NPR1/GART/PFAS/HDDC3"
"hsa05135","hsa05135","Yersinia infection",125,-0.254068451745415,-1.26991978977533,0.0525571589683034,0.286338505439629,0.247904405207776,2160,"tags=26%, list=16%, signal=22%","FOS/NFATC2/MAP2K4/MAPK3/LCK/CD4/LCP2/IFNB1/IL18/RPS6KA3/FCGR2A/AKT3/MAP2K7/PTK2B/MAPK10/FN1/IKBKB/PIK3CA/ARPC5/IRF3/WASF2/ARF6/IL10/ACTR3/CDC42/SKAP2/WIPF1/MAP2K3/PKN2/RAC3/NFATC3/MEFV/PXN"
"hsa05163","hsa05163","Human cytomegalovirus infection",213,-0.215071543172032,-1.18264329342406,0.0528571265682197,0.286338505439629,0.247904405207776,3678,"tags=33%, list=27%, signal=25%","VEGFA/GNAI2/CREB1/ARHGEF12/MAPK11/CALML5/IL1B/IFNA5/PPP3R1/CCL4L1/GNAQ/RHOA/PTGER3/GNG5/ITGB3/BCAR1/IL1R1/PTGER4/NFATC1/EGFR/ATF4/CXCL12/ROCK1/RAF1/HLA-C/IL6R/MYC/ADCY6/CREB5/HLA-E/GNG11/NFATC2/ADCY1/GNB2/MAPK3/RPS6KB2/CASP8/CALML3/PRKACA/TSC1/CALR/PDIA3/GNG3/IFNB1/AKT3/FAS/SP1/PTK2B/HLA-F/PLCB3/IKBKB/GNB4/PIK3CA/GNAI3/IRF3/CALML4/HLA-G/IFNA10/PPP3CA/PTGS2/GNG4/PRKACG/RAC3/GNA13/GNG13/KRAS/B2M/NFATC3/PXN/CREB3/BID"
"hsa04915","hsa04915","Estrogen signaling pathway",120,-0.260795546910203,-1.2993478375225,0.0552186050319535,0.291623257825004,0.252479805902682,2954,"tags=30%, list=21%, signal=24%","EGFR/ATF4/NCOA1/KRT12/RARA/RAF1/NCOA3/KRT19/KRT13/ADCY6/FOS/CREB5/TGFA/ADCY1/MAPK3/CALML3/KRT14/PRKACA/AKT3/SP1/KCNJ9/TFF1/GABBR2/PLCB3/GRM1/PIK3CA/GNAI3/CALML4/KRT23/KRT33A/PRKACG/HSPA1A/KRT9/KRAS/KRT20/CREB3"
"hsa00970","hsa00970","Aminoacyl-tRNA biosynthesis",14,0.540351288296739,1.51765055752923,0.0588993202859627,0.296962597272195,0.257102466651106,4183,"tags=57%, list=30%, signal=40%","LARS2/SARS2/IARS2/FARS2/NARS2/HARS2/QRSL1/DARS2"
"hsa01232","hsa01232","Nucleotide metabolism",65,0.33322382334665,1.37633322867673,0.057315233785822,0.296962597272195,0.257102466651106,2292,"tags=31%, list=17%, signal=26%","CTPS2/AK2/RRM1/AK3/AMPD3/DCTD/UCK2/HPRT1/UCKL1/NME3/ADK/UPP1/ENTPD6/NME7/ADSL/DGUOK/NME1/ADA/ENTPD3/AK5"
"hsa01200","hsa01200","Carbon metabolism",108,0.295525787296224,1.32659346593582,0.0597439544807966,0.296962597272195,0.257102466651106,3237,"tags=35%, list=24%, signal=27%","PCCA/GPT/GOT2/RPE/PCCB/MDH2/GAPDH/ACAT1/MDH1/PDHB/IDH3A/GCK/ECHS1/PRPS1/ENO1/TKT/IDH3B/SUCLG1/HIBCH/ACSS1/GLYCTK/IDH1/MCEE/ENO2/ADPGK/GLUD1/GOT1/ACSS2/TPI1/SUCLA2/GPI/PSAT1/PGLS/SHMT1/PDHA1/SDHC/AMT/SHMT2"
"hsa04010","hsa04010","MAPK signaling pathway",285,-0.210896108621123,-1.19901036306646,0.0593394611625256,0.296962597272195,0.257102466651106,3184,"tags=29%, list=23%, signal=23%","ANGPT1/MAPKAPK2/IL1R1/IGF1R/EREG/RASGRP1/CACNG2/PLA2G4D/NFATC1/EGFR/ATF4/CACNG3/BDNF/FGFR4/PGF/RAF1/RAP1A/FGF17/TEK/ECSIT/TGFBR2/HGF/PLA2G4A/CACNG7/PLA2G4E/MYC/GADD45A/PTPN5/FLNA/ERBB4/FOS/PTPRR/DUSP1/CACNA1C/INSR/CACNG6/NLK/TGFA/MAP2K4/PPP5C/RPS6KA5/RASGRP4/MAPK3/CACNA1H/INS/PRKACA/ARRB1/DUSP9/RPS6KA3/AREG/AKT3/FAS/FGF3/MAP2K7/MAPK10/MKNK2/EFNA4/FGF2/MAP3K14/NTF3/CACNA2D1/IKBKB/CACNB2/RAP1B/PPM1A/TGFB2/PAK2/PPP3CA/CDC42/MAP3K2/ARRB2/IL1RAP/MAP2K3/FGF18/PRKACG/RAC3/HSPA1A/DUSP6/NR4A1/KRAS/CACNG1/NFATC3/HSPB1/ARTN"
"hsa03020","hsa03020","RNA polymerase",27,0.429544966797985,1.44554903092593,0.0620915032679739,0.304158378327176,0.263332386094534,2656,"tags=44%, list=19%, signal=36%","POLR2D/POLR3B/POLR1C/POLR2L/POLR2I/POLR3D/POLR2F/POLR3H/POLR3A/POLR1B/POLR2G/POLR3GL"
"hsa04015","hsa04015","Rap1 signaling pathway",195,-0.221122907138127,-1.20117802984072,0.0689827692292841,0.333088228564257,0.288379095424676,3877,"tags=34%, list=28%, signal=25%","PDGFA/ID1/RGS14/FGF7/GNAI1/FLT1/VEGFA/GNAI2/FGFR3/BRAF/MAPK11/EFNA5/EFNA2/CALML5/CDH1/FGF20/GNAQ/RHOA/ITGB3/ANGPT1/BCAR1/TLN1/PRKCI/IGF1R/PFN3/ITGA2B/EGFR/CTNND1/FGFR4/PGF/RAF1/RAP1A/FGF17/TEK/HGF/ADCY6/INSR/ADCY1/DOCK4/MAPK3/PARD6A/INS/CALML3/SIPA1L1/FARP2/LCP2/AKT3/FGF3/MAGI3/ENAH/EFNA4/FGF2/PLCB3/RAP1B/PIK3CA/GNAI3/CALML4/SIPA1L3/CDC42/MAP2K3/VASP/FGF18/RAC3/PRKD2/KRAS/GRIN1/F2R"
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species",179,0.259520698589264,1.2601358397311,0.071523178807947,0.340490625874452,0.294787897829641,4219,"tags=39%, list=31%, signal=27%","MAPK9/NDUFB8/GSTT1/NQO1/VDAC3/COX4I1/NDUFV2/NDUFS8/NDUFA12/UQCRFS1/MAP2K1/NDUFA9/PTPN1/AHR/NDUFA1/COX5B/NDUFV1/NDUFA7/MGST3/NDUFB7/NDUFA8/NDUFB5/CYC1/SOS1/GSTA5/NRAS/COX8A/NDUFA11/MAPK13/UQCRC1/CYBA/SLC25A4/GSTM3/SLC25A5/COX5A/EPHX1/SLC26A1/NFKB1/COX7A2/VDAC1/NDUFS3/COX7C/SLC26A6/KEAP1/ABL1/HRAS/NDUFB11/SDHC/NDUFS5/CYP1A1/NDUFB2/GSTO1/SLC25A31/RELA/NDUFA3/RAC1/NDUFS4/NDUFS1/NDUFA10/NDUFS7/MGST2/AKR1A1/UQCRH/MAPK14/NDUFB6/PLD1/SDHB/PRKCD/GSTA4"
"hsa00513","hsa00513","Various types of N-glycan biosynthesis",37,0.379451604188132,1.3753588727563,0.0735294117647059,0.344914312356024,0.29861781013695,1185,"tags=24%, list=9%, signal=22%","ALG9/HEXB/DAD1/MAN1A2/ALG1/STT3B/STT3A/MAN1C1/ALG14"
"hsa03018","hsa03018","RNA degradation",60,0.32863842502488,1.33474295538448,0.0753846153846154,0.344914312356024,0.29861781013695,4646,"tags=52%, list=34%, signal=34%","EXOSC1/EXOSC6/EXOSC7/CNOT6L/EXOSC4/ENO1/LSM4/CNOT6/CNOT4/EXOSC2/PABPC4/LSM8/CNOT1/ENO2/PAN3/CNOT2/CNOT10/LSM2/ZCCHC7/DDX6/PFKL/DCP1B/NUDT16/TOB1/DCPS/LSM1/EXOSC5/LSM7/BTG1/DCP2/EXOSC10"
"hsa04060","hsa04060","Cytokine-cytokine receptor interaction",264,-0.210475479849311,-1.18929673154837,0.0755137843619697,0.344914312356024,0.29861781013695,3600,"tags=30%, list=26%, signal=23%","TNFRSF4/CCL26/CXCL3/CRLF2/CCL16/IL1B/IFNA5/CSF2/IL7/CCL4L1/IL1F10/IL15RA/IL5/GDF10/IL1R1/OSMR/TNFSF13/IL17D/LEPR/IFNK/CXCL12/CXCL6/CXCL1/BMP6/CCL7/GH2/IL20RA/IL6ST/IL17B/THPO/INHA/ACVR1C/IL6R/TGFBR2/PF4V1/CCL27/TNFSF11/CXCL5/EPOR/GDF3/CSF2RA/GDF2/CD4/TNFSF13B/IFNB1/IL18/CCR6/FAS/PF4/CXCL14/CSF2RB/XCL1/IL3RA/IL17RC/EDA2R/TNFRSF1B/IL13RA2/BMP8B/LEP/TNFSF15/CCL19/TGFB2/GHR/IL10/IFNA10/TNFRSF10C/TNFSF14/IL26/IL1RAP/CNTFR/PPBP/TSLP/CCL21/XCR1/CCL11/ACVR2A/IL12RB2/IL4/CSF3/IL17C"
"hsa05231","hsa05231","Choline metabolism in cancer",90,-0.26948643631802,-1.28968190073221,0.0778816199376947,0.350986500519211,0.303874952177953,3051,"tags=29%, list=22%, signal=23%","SLC22A4/PLA2G4D/EGFR/RAF1/SLC22A2/PLA2G4A/PLA2G4E/FOS/LYPLA1/MAPK3/RPS6KB2/WASF1/TSC1/AKT3/SP1/MAPK10/SLC44A2/PIK3CA/WASF2/SLC44A4/HIF1A/RAC3/PCYT1A/KRAS/PCYT1B/CHPT1"
"hsa04714","hsa04714","Thermogenesis",165,0.262197507172948,1.25473323210025,0.0803212851405622,0.357218347072501,0.309270322286375,4201,"tags=40%, list=31%, signal=28%","ACTG1/NDUFB8/NDUFAF1/COX4I1/NDUFV2/NDUFS8/NDUFA12/UQCRFS1/RPS6KA2/NDUFA9/ACTL6A/CREB3L2/NDUFA1/ADCY9/COX5B/NDUFV1/NDUFA7/PRKAB1/NDUFB7/ACSL3/NDUFA8/NDUFB5/CYC1/PRKAB2/SOS1/ATF2/NRAS/COX8A/PRKACB/NDUFA11/MAPK13/CPT1A/UQCRC1/COX17/COX5A/ADCY5/ARID1A/COX7A2/RPS6KB1/NDUFS3/COX7C/COX10/SMARCA4/HRAS/NPR1/NDUFB11/CPT1B/SDHC/NDUFS5/PRKAG2/BMP8A/NDUFB2/CPT2/DPF3/ADCY4/NDUFA3/NDUFS4/NDUFS1/NDUFA10/NDUFS7/UQCRH/MAPK14/NDUFB6/COX11/CNR1/SDHB"
